Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,13723876,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,2,Meat and edible meat offal,0,,,,,,,,245512454,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,5,Animal originated products; not elsewhere specified or included,0,,,,,,,,4745024,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,7,Vegetables and certain roots and tubers; edible,0,,,,,,,,65726557,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,1,Animals; live,0,,,,,,,,1595549,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,322999269,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",0,,,,,,,,6520750,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,8,"Fruit and nuts, edible; peel of citrus fruit or melons",0,,,,,,,,129843911,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,9,"Coffee, tea, mate and spices",0,,,,,,,,294106679,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",0,,,,,,,,183975408,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,,,,,,87062784,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,10,Cereals,0,,,,,,,,284234706,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,,,,,,4097065,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",0,,,,,,,,10392890,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,,,,,,116451098,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,,,,,,30108711,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",0,,,,,,,,32048607,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,32052711,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,18,Cocoa and cocoa preparations,0,,,,,,,,2631362,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,24,Tobacco and manufactured tobacco substitutes,0,,,,,,,,43849708,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,16837287,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,23,"Food industries, residues and wastes thereof; prepared animal fodder",0,,,,,,,,132120003,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0,,,,,,,,12070325,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,17,Sugars and sugar confectionery,0,,,,,,,,176737309,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",0,,,,,,,,111080890,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,26,"Ores, slag and ash",0,,,,,,,,458015369,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0,,,,,,,,4566202165,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,1,Animals; live,0,,,,,,,,877918,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,2,Meat and edible meat offal,0,,,,,,,,186970637,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,7,Vegetables and certain roots and tubers; edible,0,,,,,,,,92050458,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,15635311,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,5,Animal originated products; not elsewhere specified or included,0,,,,,,,,26060395,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,196880714,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",0,,,,,,,,6660351,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,8,"Fruit and nuts, edible; peel of citrus fruit or melons",0,,,,,,,,119343671,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,9,"Coffee, tea, mate and spices",0,,,,,,,,252579384,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,10,Cereals,0,,,,,,,,429868867,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,17,Sugars and sugar confectionery,0,,,,,,,,152660781,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,,,,,,146178878,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",0,,,,,,,,161166927,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,,,,,,2556970,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,,,,,,153886331,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",0,,,,,,,,8493689,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0,,,,,,,,15142952,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,,,,,,35388649,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,22986181,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",0,,,,,,,,21145375,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,23,"Food industries, residues and wastes thereof; prepared animal fodder",0,,,,,,,,166458646,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,32240618,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,24,Tobacco and manufactured tobacco substitutes,0,,,,,,,,73847025,,,0
HS,2011,201105,11-May,2,0,2,Exports,699,India,,0,World,,,,,,,,,18,Cocoa and cocoa preparations,0,,,,,,,,3880952,,,0
HS,2011,201103,11-Mar,2,0,2,Exports,699,India,,0,World,,,,,,,,,8,"Fruit and nuts, edible; peel of citrus fruit or melons",0,,,,,,,,157262078,,,0
HS,2011,201103,11-Mar,2,0,2,Exports,699,India,,0,World,,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,,,,,,102038588,,,0
HS,2011,201103,11-Mar,2,0,2,Exports,699,India,,0,World,,,,,,,,,5,Animal originated products; not elsewhere specified or included,0,,,,,,,,19462851,,,0
HS,2011,201103,11-Mar,2,0,2,Exports,699,India,,0,World,,,,,,,,,29,Organic chemicals,0,,,,,,,,1032186729,,,0
HS,2011,201103,11-Mar,2,0,2,Exports,699,India,,0,World,,,,,,,,,10,Cereals,0,,,,,,,,451256145,,,0
HS,2011,201103,11-Mar,2,0,2,Exports,699,India,,0,World,,,,,,,,,23,"Food industries, residues and wastes thereof; prepared animal fodder",0,,,,,,,,308884707,,,0
HS,2011,201103,11-Mar,2,0,2,Exports,699,India,,0,World,,,,,,,,,24,Tobacco and manufactured tobacco substitutes,0,,,,,,,,89565696,,,0
HS,2011,201103,11-Mar,2,0,2,Exports,699,India,,0,World,,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,,,,,,149741683,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,10,Cereals,0,,,,,,,,319849216,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,,,,,,81350504,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",0,,,,,,,,179783203,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,,,,,,98810491,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",0,,,,,,,,9986612,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0,,,,,,,,16407316,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,,,,,,4708482,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",0,,,,,,,,297624151,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,25187481,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,,,,,,29338943,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,17,Sugars and sugar confectionery,0,,,,,,,,252551233,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,18,Cocoa and cocoa preparations,0,,,,,,,,2520122,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,24,Tobacco and manufactured tobacco substitutes,0,,,,,,,,70200211,,,0
HS,2011,201109,11-Sep,2,0,2,Exports,699,India,,0,World,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,41822791,,,0
HS,2011,201110,11-Oct,2,0,2,Exports,699,India,,0,World,,,,,,,,,18,Cocoa and cocoa preparations,0,,,,,,,,1625737,,,0
HS,2011,201110,11-Oct,2,0,2,Exports,699,India,,0,World,,,,,,,,,2,Meat and edible meat offal,0,,,,,,,,293463271,,,0
HS,2011,201110,11-Oct,2,0,2,Exports,699,India,,0,World,,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,,,,,,4162073,,,0
HS,2011,201110,11-Oct,2,0,2,Exports,699,India,,0,World,,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,,,,,,27240340,,,0
HS,2011,201110,11-Oct,2,0,2,Exports,699,India,,0,World,,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",0,,,,,,,,35034599,,,0
HS,2011,201110,11-Oct,2,0,2,Exports,699,India,,0,World,,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,392924865,,,0
HS,2011,201110,11-Oct,2,0,2,Exports,699,India,,0,World,,,,,,,,,1,Animals; live,0,,,,,,,,1240654,,,0
HS,2011,201110,11-Oct,2,0,2,Exports,699,India,,0,World,,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0,,,,,,,,10432033,,,0
HS,2011,201110,11-Oct,2,0,2,Exports,699,India,,0,World,,,,,,,,,29,Organic chemicals,0,,,,,,,,916115275,,,0
HS,2011,201110,11-Oct,2,0,2,Exports,699,India,,0,World,,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,,,,,,51637440,,,0
HS,2011,201110,11-Oct,2,0,2,Exports,699,India,,0,World,,,,,,,,,17,Sugars and sugar confectionery,0,,,,,,,,141434189,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,8,"Fruit and nuts, edible; peel of citrus fruit or melons",0,,,,,,,,95342575,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,19788086,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",0,,,,,,,,20848412,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,,,,,,114195374,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,184190816,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,,,,,,7494557,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,,,,,,24410955,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,1,Animals; live,0,,,,,,,,993530,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,2,Meat and edible meat offal,0,,,,,,,,189431291,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,10,Cereals,0,,,,,,,,408465170,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,7,Vegetables and certain roots and tubers; edible,0,,,,,,,,30836162,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",0,,,,,,,,4175460,,,0
HS,2011,201101,11-Jan,2,0,2,Exports,699,India,,0,World,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,17926220,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",0,,,,,,,,7638804,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,2,Meat and edible meat offal,0,,,,,,,,225959205,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,13312780,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,5,Animal originated products; not elsewhere specified or included,0,,,,,,,,5898879,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,1,Animals; live,0,,,,,,,,1201387,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,250493641,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,10,Cereals,0,,,,,,,,378045813,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,8,"Fruit and nuts, edible; peel of citrus fruit or melons",0,,,,,,,,130171511,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,9,"Coffee, tea, mate and spices",0,,,,,,,,256582323,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,7,Vegetables and certain roots and tubers; edible,0,,,,,,,,79006168,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0,,,,,,,,9644837,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,,,,,,276652181,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",0,,,,,,,,10308409,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,,,,,,2515125,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,,,,,,31322539,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",0,,,,,,,,33970880,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,20027129,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,23,"Food industries, residues and wastes thereof; prepared animal fodder",0,,,,,,,,157414128,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",0,,,,,,,,166426042,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,17,Sugars and sugar confectionery,0,,,,,,,,141661016,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,,,,,,117429354,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,33569051,,,0
HS,2011,201107,11-Jul,2,0,2,Exports,699,India,,0,World,,,,,,,,,18,Cocoa and cocoa preparations,0,,,,,,,,2364652,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",0,,,,,,,,125617587,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,29,Organic chemicals,0,,,,,,,,902981080,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,30,Pharmaceutical products,0,,,,,,,,657171192,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,31,Fertilizers,0,,,,,,,,3717173,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",0,,,,,,,,155141662,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",0,,,,,,,,103881679,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",0,,,,,,,,38972716,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,0,,,,,,,,5608825,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,38,Chemical products n.e.s.,0,,,,,,,,193535781,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,35,Albuminoidal substances; modified starches; glues; enzymes,0,,,,,,,,16458962,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,37,Photographic or cinematographic goods,0,,,,,,,,2870464,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,40,Rubber and articles thereof,0,,,,,,,,219281874,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,39,Plastics and articles thereof,0,,,,,,,,480755406,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,41,Raw hides and skins (other than furskins) and leather,0,,,,,,,,85304023,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",0,,,,,,,,84210109,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",0,,,,,,,,93708,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,45,Cork and articles of cork,0,,,,,,,,319865,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,47,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,0,,,,,,,,47064,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,44,Wood and articles of wood; wood charcoal,0,,,,,,,,21689081,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",0,,,,,,,,36339810,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",0,,,,,,,,200790435,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,43,Furskins and artificial fur; manufactures thereof,0,,,,,,,,19678,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",0,,,,,,,,20822160,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,50,Silk,0,,,,,,,,17627208,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,54,Man-made filaments,0,,,,,,,,237995812,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,52,Cotton,0,,,,,,,,533146812,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",0,,,,,,,,23707480,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,0,,,,,,,,29234754,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,55,Man-made staple fibres,0,,,,,,,,182343442,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,57,Carpets and other textile floor coverings,0,,,,,,,,103019287,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,60,Fabrics; knitted or crocheted,0,,,,,,,,15193816,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,0,,,,,,,,499006287,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",0,,,,,,,,12980004,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,62,Apparel and clothing accessories; not knitted or crocheted,0,,,,,,,,568851476,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",0,,,,,,,,25070177,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",0,,,,,,,,363746134,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,64,Footwear; gaiters and the like; parts of such articles,0,,,,,,,,209702604,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,65,Headgear and parts thereof,0,,,,,,,,2355886,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",0,,,,,,,,23599934,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",0,,,,,,,,86140,,,0
HS,2011,201108,11-Aug,2,0,2,Exports,699,India,,0,World,,,,,,,,,69,Ceramic products,0,,,,,,,,31595908,,,0
